66,"Additionally, it led discussions and established three working groups: the Working Group on Digital Economy and Digitalization for Development, the Working Group on Financing for Development, and the Working Group on Climate Change, Trade, and Sustainable Development.",ក្នុងឱកាសនោះ លោកអគ្គលេខាធិការរង បានថ្លែងអំណរគុណ និងកោតសរសើរគណប្រតិភូកម្ពុជា ក្នុងការដឹកនាំក្រុមប្រទេស G77 និងចិនប្រកបដោយការទទួលខុសត្រូវ និងមានគោលដៅច្បាស់លាស់ ព្រមទាំងគូសបញ្ជាក់អំពីការបន្តគាំទ្រការចរចាសម្រាប់កិច្ចប្រជុំថ្នាក់រដ្ឋមន្ត្រី និងលើកកម្ពស់ប្រព័ន្ធពហុភាគីនិយមសម្រាប់ពាណិជ្ជកម្ម និងអភិវឌ្ឍន៍ ផងដែរ។,
67,"Moreover, the Cambodian delegation successfully coordinated the 60th anniversary of the Group’s establishment on 13 September 2024, organizing high-level dialogues, adopting a joint ambassadorial statement, and issuing a press release. In preparation for the UNCTAD XVI Ministerial Conference scheduled for October 2025, Cambodia also led and coordinated internal discussions and negotiations to establish a common position for participation in the conference negotiations.",បន្ថែមលើការប្តេជ្ញាដឹកនាំក្រុមរបស់ប្រទេសប៉េរូប្រធានដឹកនាំថ្មី តំណាងក្រុមប្រទេស អភិវឌ្ឍន៍តិចតួច ក្រុមប្រទេសអាស៊ីប៉ាស៊ីហ្វិក ក្រុមប្រទេសអាហ្វ្រិក ក្រុមប្រទេសអាម៉េរិកឡាទីននិងការ៉ាអ៊ីព ក្រុមប្រទេសអារ៉ាប់ ក្រុមប្រទេសកម្រងកោះកំពុងអភិវឌ្ឍន៍ និងសមាជិកជាច្រើនក៏បានចូលរួមផុលផុសធ្វើបទអន្តរាគមន៍កោតសរសើរ និងវាយតម្លៃខ្ពស់ចំពោះគណៈប្រតិភូកម្ពុជាក្នុងការដឹកនាំក្រុមប្រទេស G77 និងចិនក្នុងអាណត្តិរបស់ខ្លួនប្រកបដោយផ្លែផ្កានិងសមិទ្ធផលជាច្រើន បើទោះបីកម្ពុជាជាប្រទេសអភិវឌ្ឍន៍តិចតួចក្តី៕,
68,"On this occasion, the Deputy Secretary-General expressed his appreciation and recognition of the Cambodian delegation for its visionary leadership and commitment. He also reaffirmed his support for the Group in the upcoming Ministerial Conference negotiations and its dedication to upholding multilateralism for trade and development.",,
69,"In addition to the commitment of the incoming Chair from the Peruvian delegation, coordinators from various regional groups—including the Least Developed Countries (LDCs), the Asia-Pacific Group (APG), the Group of Latin American and Caribbean Countries (GRULAC), the Arab Group, and the Small Island Developing States (SIDS)—as well as many other member states, participated in the event. They delivered remarks praising and highly appreciating the Cambodian delegation’s leadership of the Group of 77 and China. Despite Cambodia's status as a least-developed country, it successfully led the Group to many remarkable achievements and outcomes during its term.",,
70,"Her Excellency CHAM Nimul, Minister of Commerce of the Kingdom of Cambodia, and His Excellency Malaithong KOMMASITH, Minister of Industry and Commerce of the Lao People’s Democratic Republic, co-chaired the Second Cambodia-Laos Joint Trade Committee Meeting.",(វៀងចន្ទន៍)៖ នាព្រឹកថ្ងៃអង្គារ ទី២៨ ខែមករា ឆ្នាំ២០២៥ នៅទីក្រុងវៀងចន្ទន៍ សាធារណរដ្ឋប្រជាធិបតេយ្យប្រជាមានិតឡាវ ដោយអនុវត្តតាមអនុសាសន៍ណែនាំដ៏ខ្ពស់ខ្ពស់របស់ថ្នាក់ដឹកនាំរបស់ប្រទេសទាំងពីរ លោកជំទាវ ចម និម្មល រដ្ឋមន្រ្តីក្រសួងពាណិជ្ជកម្ម នៃព្រះរាជាណាចក្រកម្ពុជា និងឯកឧត្តម Malaithong KOMMASITH រដ្ឋមន្ត្រីក្រសួងឧស្សាហកម្ម និងពាណិជ្ជកម្ម នៃសាធារណរដ្ឋប្រជាធិបតេយ្យប្រជាមានិតឡាវ បានអញ្ជើញជាសហប្រធានដឹកនាំកិច្ចប្រជុំថ្នាក់រដ្ឋមន្រ្តីនៃគណៈកម្មាធិការពាណិជ្ជកម្មចម្រុះកម្ពុជា-ឡាវ លើកទី២ ដោយមានការចូលរួមពីថ្នាក់ដឹកនាំអន្តរក្រសួង-ស្ថាប័នពាក់ព័ន្ធ និងអាជ្ញាធរខេត្តជាប់ព្រំដែនរបស់ភាគីទាំងពីរ។ កិច្ចប្រជុំនេះត្រូវបានរៀបចំឡើងក្នុងគោលបំណងពិនិត្យវឌ្ឍនភាពកិច្ចការពាណិជ្ជកម្ម កំណត់គោលដៅទំហំពាណិជ្ជកម្ម ស្វែងរកកាលានុវត្តភាពសំដៅបង្កើនទំហំពាណិជ្ជកម្ម កិច្ចសហប្រតិបត្តិការ និងបង្កើតយន្តការអំណោយផលសម្រាប់ធុរកិច្ច និងវិនិយោគរបស់ប្រទេសទាំងពីរ និងបានពិភាក្សាលើចំណុចសំខាន់ៗ មួយចំនួនរួមមាន៖ (១) ការកំណត់គោលដៅពាណិជ្ជកម្មទ្វេភាគី (២) កិច្ចសហប្រតិបត្តិការតំបន់ពាណិជ្ជកម្មសេរី (៣)ពនិត្យលទ្ធភាពបង្កើតយន្តការផ្សេងៗដើម្បីពង្រីកទំហំពាណិជ្ជកម្មទ្វេភាគី (៤) កិច្ចប្រជុំប្រចាំឆ្នាំរបស់រដ្ឋបាលខេត្តជាប់ព្រំដែន (៥) ការតាំងពិព័រណ៍/ពិព័រណ៍ពាណិជ្ជកម្ម ការផ្សព្វផ្សាយពាណិជ្ជកម្ម និងការវិនិយោគ (៦) ទេសចរណ៍ និងភស្តុភារកម្ម និង (៧) សភាពាណិជ្ជកម្ម និងកិច្ចសហប្រតិបត្តិការឧស្សាហកម្ម។,
71,"(Vientiane, Lao PDR): On the morning of Tuesday, 28 January 2025, in Vientiane, Lao People’s Democratic Republic, following the high-level recommendations of the leaders of both countries, Her Excellency CHAM Nimul, Minister of Commerce of Cambodia, and His Excellency Malaithong KOMMASITH, Minister of Industry and Commerce of the Lao People’s Democratic Republic, co-chaired the Second Cambodia-Laos Joint Trade Committee Meeting. The Meeting was organized to review the implementation progress, set trade targets, explore opportunities to further promote trade, foster cooperation, and create favorable mechanisms for business and investment between the two countries. It also addressed the following issues such as : (1) Bilateral trade targets, (2) Free Trade zone cooperation, (3) Exploring the possibility of creating various mechanisms to expand bilateral trade (4) Annual meetings of border provinces’ administrations, (5) Exhibitions/trade fairs, business and investment promotion, (6) Tourism and logistics, and (7) Chamber of Commerce and Industry cooperation. The meeting was attended by representatives from relevant ministries and provinces of both countries",គួរបញ្ជាក់ផងដែរថា កាលពីព្រឹកថ្ងៃទី២៧ ខែមករា ឆ្នាំ២០២៥ មុនពេលកិច្ចប្រជុំថ្នាក់រដ្ឋមន្ត្រីនាព្រឹកនេះ ក៏មានកិច្ចប្រជុំថ្នាក់ឧត្តមមន្រ្តីដែលភាគីកម្ពុជាដឹកនាំដោយ ឯកឧត្តម ឡុង កែមវិចិត្រ អគ្គនាយកពាណិជ្ជកម្មអន្តរជាតិ នៃក្រសួងពាណិជ្ជកម្មកម្ពុជា និងភាគីឡាវដឹកនាំឯកឧត្តម Sayana SAYYAKONE អគ្គនាយកនៃនាយកដ្ឋានចចារពាណិជ្ជកម្ម និងកិច្ចសហប្រតិបត្តិការសេដ្ឋកិច្ច នៃក្រសួងឧស្សាហកម្មនិងពាណិជ្ជកម្មឡាវ ដើម្បីពិនិត្យ និងពិភាក្សាលំអិតអំពីអាទិភាពការងារដែលនឹងត្រូវសហការអនុវត្តបន្តដើម្បីដាក់ជូនកិច្ចប្រជុំថ្នាក់រដ្ឋមន្ត្រីពិនិត្យ និងផ្តល់អនុសាសន៍ណែនាំ ។,
72,"It is worth noting that, prior to the ministerial meeting this morning, there was also a Senior Officials’ Meeting on the morning of 27 January 2025, co-led by His Excellency LONG Kemvichet, Director General for International Trade, Ministry of Commerce Cambodia and His Excellency Sayana SAYYAKONE, Director General of Department of Trade Negotiation and Economic Cooperation, Ministry of Industry and Commerce of Lao PDR, and was attended by representatives from relevant ministries and provinces of both countries, to review and discuss in detail on priority areas that will be jointly implemented. These areas will then be submitted to the ministerial level for review and guidance.",,
73,"(Tokyo, Japan): On the morning of Friday, 24 January 2025, His Excellency SAMHENG Bora, Secretary of State of the Ministry of Commerce and Chairman of the Export Promotion Task Force, along with Undersecretaries of State of the Ministry of Commerce, held a productive meeting with Mr. Takuyu Ajiro, Deputy Director General of the Produce Department at Overseas Merchandise Inspection Co., Ltd. (OMIC), and Mr. Hiroaki Sato, Chief of Section of the Grain Trade and Operations Division within the Agricultural Production Bureau of Japan’s Ministry of Agriculture, Forestry, and Fisheries, centered around Japan's import procedures and quality requirements for the Japanese market.","(តូក្យូ, ជប៉ុន)៖ នាព្រឹកថ្ងៃសុក្រ ទី២៤ ខែមករា ឆ្នាំ២០២៥ ឯកឧត្តម សំហេង បូរ៉ា រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម និងជាប្រធានក្រុមការងារជំរុញការនាំចេញ អមដោយអនុរដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានជួបពិភាក្សាការងារជាមួយ លោក Takuyu Ajiro អគ្គនាយករងនៃ Produce Department នៃក្រុមហ៊ុន Overseas Merchandise Inspection Co., Ltd. (OMIC) និង លោក Hiroaki SATO ប្រធានផ្នែកពាណិជ្ជកម្ម និងប្រតិបត្តិការគ្រាប់ធញ្ញជាតិ ការិយាល័យផលិតកម្មកសិកម្ម នៃក្រសួងកសិកម្ម រុក្ខាប្រមាញ់ និងនេសាទ ប្រទេសជប៉ុន អំពីនីតិវិធីនៃការនាំចូល ការអនុលោមតាមស្តង់ដាសុវត្ថិភាព និងគុណភាពរបស់ប្រទេសជប៉ុន។",
74,"On that occasion, Mr. Takuyu Ajiro provided an overview of OMIC’s rigorous inspection processes, emphasizing their role in guaranteeing that imported agricultural products align with Japanese regulations and consumer expectations.",ក្នុងឱកាសនោះ លោក Takuyu Ajiro បានចែករំលែកពីដំណើរការត្រួតពិនិត្យយ៉ាងម៉ត់ចត់របស់ OMIC និងតួនាទីរបស់ OMIC ក្នុងការសម្រួលដល់ការនាំចូលផលិតផលកសិកម្មទៅកាន់ប្រទេសជប៉ុន ដោយធានាថាអាចបំពេញតាមបទប្បញ្ញត្តិ និងការរំពឹងទុករបស់អ្នកប្រើប្រាស់។,
75,"In addition, Mr. Hiroaki Sato underlined the importance of adhering to Japan’s import standards, expressing Japan’s commitment to strengthening bilateral trade relations and supporting Cambodia in enhancing market access for its agricultural products.",ជាមួយគ្នានេះ លោក Hiroaki SATO ក៏បានគូសបញ្ជាក់អំពីសារៈសំខាន់នៃការអនុលោមតាមស្តង់ដានាំចូលរបស់ប្រទេសជប៉ុន និងបានអះអាងជាថ្មីនូវការគាំទ្ររបស់ប្រទេសជប៉ុនសម្រាប់ការពង្រឹងទំនាក់ទំនងពាណិជ្ជកម្មទ្វេភាគីឱ្យកាន់តែរឹងមាំ និងលើកកម្ពស់លទ្ធភាពទទួលបានទីផ្សារសម្រាប់ផលិតផលកសិកម្មរបស់កម្ពុជា។,
76,"(Ankara, Türkiye): On Thursday, 12 December 2024, at the Ankara Chamber of Industry headquarters in Ankara, Mr. Keo Buntheng, Commercial Attaché to the Republic of Türkiye, coordinated the organization of the Cambodia-Turkey Business Forum, co-organized by the Cambodian Chamber of Commerce, the Ankara Chamber of Industry, and the Turkish Foreign Economic Relations Board (DEİK).",(អង់ការ៉ា តួកគីយ៉េ)៖ នាថ្ងៃព្រហស្បតិ៍ ទី១២ ខែធ្នូ ឆ្នាំ២០២៤ នៅទីស្នាក់ការសភាឧស្សាហកម្មអង់ការ៉ា (Ankara Chamber of Industry) ទីក្រុងអង់ការ៉ា សាធារណរដ្ឋតួកគីយ៉េ លោក កែវ ប៊ុនថេង អនុព័ន្ធពាណិជ្ជកម្ម ប្រចាំសាធារណរដ្ឋតួកគីយ៉េ បានសម្របសម្រួលរៀបចំនូវវេទិកាធុរកិច្ចកម្ពុជា-តួកគីយ៉េ ដែលសហការរៀបចំដោយសភាពាណិជ្ជកម្មកម្ពុជា សភាពាណិជ្ជឧស្សាហកម្ម និងគណៈកម្មាធិការទំនាក់ទំនងសេដ្ឋកិច្ចបរទេសតួកគីយ៉េ (DEiK)។ ,
77,"The forum was attended by Oknha KUOCH Pheng, Vice President of the Cambodian Chamber of Commerce; representatives of Oknha KITH Meng, President of the Cambodian Chamber of Commerce and Chairman of the ASEAN Business Advisory Council for Cambodia; and representatives of 18 Turkish companies and 6 Cambodian companies.",វេទិកានេះ មានការអញ្ជើញចូលរួមពី ឧកញ៉ា គួច ផេង អនុប្រធានសភាពាណិជ្ជកម្មកម្ពុជា តំណាង អ្នកឧកញ៉ា គិត ម៉េង ប្រធានសភាពាណិជ្ជកម្មកម្ពុជា និងជាប្រធានក្រុមប្រឹក្សាពិគ្រោះយោបល់ធុរកិច្ចអាស៊ានសម្រាប់កម្ពុជា ព្រមទាំងតំណាងក្រុមហ៊ុនតួកគីយ៉េ ចំនួន១៨ និងក្រុមហ៊ុនកម្ពុជា ចំនួន៦ ផងដែរ។ ,
78,The business forum aimed to share information about the potential for trade and investment between the two countries and to provide Cambodian and Turkish businesspeople with opportunities to explore investment partnerships and collaborations.,វេទិកាធុរកិច្ចកម្ពុជា-តួកគីយ៉េ ត្រូវបានរៀបចំឡើងដើម្បីចែករំលែកព័ត៌មានអំពីសក្តានុពលនៃពាណិជ្ជកម្មនិងការវិនិយោគរបស់ប្រទេសទាំងពីរ និងផ្តល់ឱកាសដល់ធុរជនកម្ពុជានិងតួកគីយ៉េ ស្វែងរកឱកាសក្នុងការចាប់ដៃគូរវិនិយោគនិងធ្វើធុរកិច្ចរួមគ្នា។,
79,"Also at the forum, the Cambodian Chamber of Commerce and the Ankara Chamber of Industry signed a memorandum of understanding to strengthen cooperation in promoting trade and investment. In addition, the Cambodian Chamber of Commerce delegation and the Commercial Attaché visited Ankara's 1st Organized Industrial Zone to study the operations of four factories: a furniture factory, an excavator assembly factory, a frozen food factory, and a model human resource training center.",ក្នុងឱកាសនោះ សភាពាណិជ្ជកម្មកម្ពុជា និងសភាឧស្សាហកម្មអង់ការ៉ា បានចុះនូវអនុស្សរណៈនៃការយោគយល់គ្នា ដើម្បីពង្រឹងនូវកិច្ចសហប្រតិបត្តិការរវាងស្ថាប័នទាំងពីរក្នុងការជំរុញពាណិជ្ជកម្មនិងការវិនិយោគ។ ជាងនេះទៅទៀត គណៈប្រតិភូសភាពាណិជ្ជកម្មកម្ពុជា និងលោកអនុព័ន្ធពាណិជ្ជកម្ម បានធ្វើទស្សនកិច្ចទៅកាន់តំបន់ឧស្សាហកម្មទី១ ទីក្រុងអង់ការ៉ា ដើម្បីសិក្សាស្វែងយល់អំពីដំណើរការរោងចក្រចំនួន៤ រួមមាន៖ រោងចក្រផលិតគ្រឿងសង្ហារឹម រោងចក្រតំឡើង Excavator រោងចក្រផលិតចំណីអាហារបង្កក និងមជ្ឈមណ្ឌលគំរូសម្រាប់បណ្តុះបណ្តាលធនធានមនុស្ស។,
80,"(Kuala Lumpur, Malaysia): On the afternoon of Tuesday, 17 December 2024, at the Senate House in Kuala Lumpur, Malaysia, Mr. VITH Panhnha, Commercial Attaché, accompanied His Excellency OUK Chandara, Ambassador of Cambodia to Malaysia, and Malaysian investors from Sarawak and Sabah, to a working lunch with HON. Senator Dato Awang Bemee bin Awang Ali Basah, Malaysian Senate President.","(គូឡាឡាំពួរ, ម៉ាឡេស៊ី)៖ នារសៀលថ្ងៃអង្គារ ទី១៧ ខែធ្នូ ឆ្នាំ២០២៤ នៅវិមានព្រឹទ្ធសភា ទីក្រុងគូឡាឡាំពួរ ប្រទេសម៉ាឡេស៊ី លោក វ៉ិត បញ្ញា អនុព័ន្ធពាណិជ្ជកម្ម អមស្ថានទូតកម្ពុជាប្រចាំប្រទេសម៉ាឡេស៊ី បានចូលរួមអម ឯកឧត្តម អ៊ុក ចាន់ដារ៉ា ឯកអគ្គរាជទូតកម្ពុជាប្រចាំប្រទេសម៉ាឡេស៊ី រួមជាមួយវិនិយោគគិនម៉ាឡេស៊ីមកពីរដ្ឋ Sarawak និងរដ្ឋ Sabah ចូលរួមទទួលទានអាហារការងារថ្ងៃត្រង់ជាមួយ ឯកឧត្តម HON. Senator Dato Awang Bemee Bin Awang Ali Basah ប្រធានព្រឹទ្ធសភាម៉ាឡេស៊ី ។",
81,"During the meeting, the Senate President expressed support for investment in Cambodia's rice milling sector and the launch of direct flights from Sarawak to Phnom Penh.",ក្នុងឱកាសនោះ ឯកឧត្តមប្រធានព្រឹទ្ធសភា បានបង្ហាញពីការគាំទ្រចំពោះការវិនិយោគលើវិស័យម៉ាស៊ីនកិនស្រូវនៅកម្ពុជា និងការបើកជើងហោះហើរផ្ទាល់ពីរដ្ឋ Sarawak មកកាន់រាជធានីភ្នំពេញ។,
82,"He Excellency Senate President also encouraged Malaysian investors to explore increased investment in Cambodia's trade, agro-industry, energy, education, health, and tourism sectors, and to explore opportunities to enhance closer relations between cities in Sarawak and Sabah and cities or provinces in Cambodia to increase economic volume, investment, trade, tourism, cultural exchange, and educational collaboration.",ជាមួយគ្នានេះ ឯកឧត្តមប្រធានព្រឹទ្ធសភា បានជំរុញវិនិយោគិនម៉ាឡេស៊ី ពិនិត្យលទ្ធភាពក្នុងការបង្កើនការវិនិយោគនៅកម្ពុជាលើវិស័យពាណិជ្ជកម្ម កសិ-ឧស្សាហកម្ម ថាមពល អប់រំ សុខាភិបាល និងទេសចរណ៍ ព្រមទាំងមានបំណងចង់ឱ្យមានកិច្ចសហប្រតិបត្តិការឱ្យកាន់តែជិតស្និតរវាងទីក្រុងណាមួយនៃរដ្ឋ Sarawak និង Sabah របស់ប្រទេសម៉ាឡេស៊ី ជាមួយទីក្រុងនិងខេត្តណាមួយរបស់ប្រទេសកម្ពុជា ដើម្បីបង្កើនទំហំសេដ្ឋកិច្ច ពាណិជ្ជកម្ម ការវិនិយោគ ទេសចរណ៍ វប្បធម៌ និងអប់រំ ផងដែរ។,
83,"In response, His Excellency Ambassador expressed his deep gratitude to His Excellency Senate President for hosting the working lunch and welcomed Malaysian investors from Sarawak and Sabah to explore investment opportunities in Cambodia.",ជាកិច្ចឆ្លើយតប ឯកឧត្តមឯកអគ្គរាជទូត បានថ្លែងអំណរគុណយ៉ាងជ្រាវជ្រៅចំពោះ ឯកឧត្តមប្រធានព្រឹទ្ធសភា សម្រាប់ការទទួលស្វាគមន៍នៃការទទួលទានអាហារការងារថ្ងៃត្រង់ដ៏មានសារៈសំខាន់នេះ និងស្វាគមន៍វិនិយោគគិនម៉ាឡេស៊ីទាំងអស់ ក្នុងការពិនិត្យសិក្សានិងស្វែងរកកាលានុវត្តភាពដើម្បីវិនិយោគនៅកម្ពុជានាពេលខាងមុខ។,
84,"(Phnom Penh): On the morning of Tuesday, 17 December 2024, at the Ministry of Commerce, His Excellency VA Rothsan, Secretary of State of the Ministry of Commerce, received a courtesy call from representatives of the EU-German GATE project and the EU-German CAPSAFE project to discuss the preparation of a national pepper policy/strategy.",(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃអង្គារ ទី១៧ ខែធ្នូ ឆ្នាំ២០២៤ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម វ៉ា រុតសាន រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានទទួលជួបពិភាក្សាការងារលើកទី១ ជាមួយតំណាងគម្រោង EU-German GATE និង EU-German CAPSAFE ដើម្បីពិភាក្សាលើការត្រៀមរៀបចំឯកសារយុទ្ធសាស្ត្រ ឬគោលនយោបាយម្រេចកម្ពុជា។,
85,"During the meeting, His Excellency Secretary of State, expressed his gratitude and appreciation to the EU-German GATE project and the EU-German CAPSAFE project for their contribution to the development of the trade sector and highlighted the Ministry of Commerce’s strong commitment in its close cooperation to promote the development of Cambodia’s pepper sector.",ក្នុងនៅកិច្ចប្រជុំនេះ ឯកឧត្តមរដ្ឋលេខាធិការ បានថ្លែងអំណរគុណដល់គម្រោង EU-German GATE និង EU-German CAPSAFE ដែលបានរួមចំណែកដល់ការអភិវឌ្ឍវិស័យពាណិជ្ជកម្មកន្លងមក និងបានលើកពីជំហរយ៉ាងមុតមាំរបស់ក្រសួងពាណិជ្ជកម្មក្នុងការបន្តកិច្ចសហប្រតិបត្តិការយ៉ាងជិតស្និត សំដៅជំរុញ និងអភិវឌ្ឍនវិស័យម្រេចនៅកម្ពុជា។,
86,"(Phnom Penh): On the morning of Tuesday, 17 December 2024, at the Ministry of Commerce, His Excellency LIM Lork Piseth, Secretary of State of the Ministry of Commerce, received a courtesy call from Mr. LIANG Songshou, Chairman of the Guangdong-Hong Kong-Macao Greater Bay Area Economic Industry Research Federation and his delegates. The purpose was to strengthen trade and investment relations between Guangdong Province and Cambodia, and to gain a further understanding of Cambodia’s policies and strategies regarding trade, investment, education, energy, and the environment.",(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃអង្គារ ទី១៧ ខែធ្នូ ឆ្នាំ២០២៤ នៅទីស្តីក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម លីម ឡោកពិសិដ្ឋ រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានទទួលជួបពិភាក្សាការងារជាមួយ លោក LIANG Songshou ប្រធានសហព័ន្ធសិក្សាស្រាវជ្រាវសេដ្ឋកិច្ច ឧស្សាហកម្មតំបន់ឆ្នេរក្វាងទុង-ហុងកុង-ម៉ាកាវ និងសហការី ដើម្បីពង្រឹងនូវទំនាក់ទំនងពាណិជ្ជកម្ម និងការវិនិយោគរវាងខេត្តក្វាងទុងជាមួយកម្ពុជា ក៏ដូចជាស្វែងយល់បន្ថែមអំពីគោលនយោបាយដែលពាក់ព័ន្ធនឹងវិស័យពាណិជ្ជកម្ម វិនិយោគ អប់រំ ថាមពល និងបរិស្ថាននៅក្នុងប្រទេសកម្ពុជា។ ,
87,"At the outset, His Excellency Secretary of State, welcomed the Federation’s delegation and expressed appreciation for their interest in learning more about business and investment opportunities in Cambodia. His Excellency Secretary of State, provided an overview of key policies and strategies implemented by the Royal Government of Cambodia, particularly those spearheaded by the Ministry of Commerce, aimed at enhancing commercial activities and attracting more investment from various regions.",បន្ថែមពីនេះ ឯកឧត្តមរដ្ឋលេខាធិការ បានជម្រាបជូនអំពីគោលនយោបាយ និងយុទ្ធសាស្រ្តសំខាន់ៗដែលបានដាក់ចេញដោយរាជរដ្ឋាភិបាលកម្ពុជា ជាពិសេសមានក្រសួងពាណិជ្ជកម្មជាសេនាធិការ ក្នុងការធ្វើឱ្យប្រសើរឡើងនូវការធ្វើពាណិជ្ជកម្ម និងការទាក់ទាញការវិនិយោគបន្ថែមទៀតពីគ្រប់មជ្ឈដ្ឋាន។,
88,"His Excellency Secretary of State, also highlighted the long-standing and close ties between Cambodia and China, the establishment of the Cambodia-China bilateral Free Trade Agreement (CCFTA), and other regional and global cooperation initiatives.","ជាមួយគ្នានេះ ឯកឧត្តមរដ្ឋលេខាធិការ ក៏បានលើកឡើងអំពីចំណងមិត្តភាពដ៏ស្អិតរមួត និងយូរអង្វែងរវាងកម្ពុជា-ចិន, ការបង្កើតកិច្ចព្រមព្រៀងពាណិជ្ជកម្មសេរីទ្វេភាគីកម្ពុជា-ចិន និងកិច្ចសហប្រតិបត្តិការផ្សេងៗទៀតទាំងក្នុងតំបន់ និងសកលលោក។",
89,"In response, Mr. LIANG Songshou expressed his sincere thanks to the Ministry of Commerce for the opportunity to pay a courtesy call and hold discussions. Mr. Chairman emphasized that Cambodia has great potential for business and investment. He conveyed his strong interest in investing in Cambodia, particularly in biomass energy and education, and expressed a desire to collaborate with the government on investments in environmental protection.",ជាការឆ្លើយតប លោកប្រធានសហព័ន្ធ បានថ្លែងអំណរគុណដល់ក្រសួងពាណិជ្ជកម្មដែលបានអនុញ្ញាតឱ្យរូបលោក និងគណៈប្រតិភូ បានចូលជួបសម្តែងការគួរសម និងពិភាក្សាការងារ។ លោកប្រធានសហព័ន្ធ បន្តថា កម្ពុជាគឺជាប្រទេសមួយដែលមានសក្តានុពលសម្រាប់ពាណិជ្ជកម្ម និងវិនិយោគ ហើយ លោក ពិតជាមានការចាប់អារម្មណ៍យ៉ាងខ្លាំងក្នុងការមកវិនិយោគនៅកម្ពុជា ជាពិសេសលើវិស័យថាមពលជីវម៉ាសនិងអប់រំ ព្រមទាំងចង់ចូលរួមជាមួយរដ្ឋាភិបាលក្នុងការវិយោគលើវិស័យការពារបរិស្ថាន ផងដែរ។,
90,"(Phnom Penh): On the afternoon of Sunday, 15 December 2024, at the PH Grand Hall, His Excellency SAMHENG Bora, Secretary of State of Ministry of Commerce, high representative of Her Excellency CHAM Nimul, Minister of Commerce presided over a speech at a business matching event under the theme ""Development of Cambodia's Potential Product Market"", an accompanying event during the ""Cambodia Trade Expo"" from 13-16 December 2024.",(ភ្នំពេញ)៖ នារសៀលថ្ងៃអាទិត្យ ទី១៥ ខែធ្នូ ឆ្នាំ២០២៤ នៅសាលសន្និសីទភីអេចហ្ក្រេនហល បុរីប៉េងហួតបឹងស្នោ ឯកឧត្តម សំហេង បូរ៉ា រដ្ឋលេខាធិការ ក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមជាអធិបតីថ្លែងសុន្ទរកថាក្នុងជំនួបពាណិជ្ជកម្ម ស្តីពី “ការអភិវឌ្ឍទីផ្សារផលិតផលសក្តានុពលកម្ពុជា” ដែលជាព្រឹត្តិការណ៍អមក្នុងកំឡុង “ពិព័រណ៍ពាណិជ្ជកម្មកម្ពុជា” ដែលប្រព្រឹត្តទៅចាប់ពីថ្ងៃទី១៣-១៦ ខែធ្នូ ឆ្នាំ២០២៤។,
91,"The purpose of this business matching event is to: 1- Facilitate producers and traders in finding business partners 2- Find and expand the market for local producers and traders and 3-disseminating and promoting the export of Cambodian products to international markets, providing opportunities for Cambodian traders, artisans and producers to meet directly with distributors, buyers and consumers.",ជំនួបពាណិជ្ជកម្មនេះ ត្រូវបានរៀបចំឡើងក្នុងគោលបំណង៖ ១-ជួយសម្របសម្រួលដល់ផលិតករ និងពាណិជ្ជករក្នុងការស្វែងរកដៃគូពាណិជ្ជកម្ម ២-ស្វែងរក និងពង្រីកទីផ្សារ ជូនផលិតករ និងពាណិជ្ជករក្នុងស្រុក និង៣-ផ្សព្វផ្សាយ និងជំរុញការនាំចេញផលិតផលខ្មែរទៅកាន់ទីផ្សារអន្តរជាតិ ដែលផ្តល់ឱកាសជូន អាជីវករ សិប្បករ និងផលិតករខ្មែរ ក្នុងការជួបពិភាក្សារផ្ទាល់ជាមួយ អ្នកចែកចាយ អ្នកទទួលទិញ និងអ្នកប្រើប្រាស់។,
92,"in the above business matching, there was also the sharing of experiences from speakers from the Ministry of Commerce and Cambodian companies focusing on the development of potential Cambodian products, accompanied by an exhibition of a variety of Cambodian products, including rice, cashew, mango, pepper, banana, Pailin Longan, cassava, honey, salt, coconut and a variety of products.",ក្នុងឱកាសនោះ ក៏មានការចែករំលែកបទពិសោធពីវាគ្មិន ពីក្រសួងពាណិជ្ជកម្ម និងក្រុមហ៊ុនកម្ពុជា ផ្តោតទៅលើការអភិវឌ្ឍផលិតផលសក្តានុពលខ្មែរ អមដោយការតាំងបង្ហាញផលិតផលកម្ពុជាជាច្រើនមុខ រួមមាន អង្ករ ស្វាយចន្ទី ម្រេច ស្វាយ ចេកអំបូងលឿង មៀនប៉ៃលិន ដំឡូងមី ទឹកឃ្មុំ អំបិល ដូង និងផលិតផលចម្រុះជាច្រើនមុខ។,
