ID,English_Text,Khmer_Text
166,"(Jakarta, Indonesia): On the morning of Thursday, 12 December 2024, in Jakarta, Indonesia, Mr. KANN Viseth, Economic Attaché (AEC), accompanied His Excellency HENG Sarith, Ambassador/Permanent Representative of Cambodia to ASEAN, attended the 12th Meeting of the Committee of Permanent Representatives to ASEAN (CPR) at the ASEAN Secretariat. This meeting, chaired by His Excellency Bovonethat Douangchak, Ambassador of Permanent Representative of Lao PDR to ASEAN, continued discussions on key initiatives such as ASEAN Community building, External Relations (ASEAN-Australia & ASEAN-New Zealand Dialogue Relations), and reinforced ASEAN's collective efforts for the year ahead.","(ហ្សាការតា, ឥណ្ឌូណេស៊ី)៖ នាព្រឹកថ្ងៃព្រហស្បតិ៍ ទី១២ ខែធ្នូ ឆ្នាំ២០២៤ នៅលេខាធិការដ្ឋានអាស៊ាន ក្នុងទីក្រុងហ្សាការតា ប្រទេសឥណ្ឌូណេស៊ី លោក កាន់ វិសិដ្ឋ អនុព័ន្ធទទួលបន្ទុកការងារសេដ្ឋកិច្ច បានអញ្ជើញចូលរួមអម ឯកឧត្តម ហេង សារិទ្ធ ឯកអគ្គរាជទូត/តំណាងអចិន្រ្តៃយ៍កម្ពុជាប្រចាំអាស៊ាន ចូលរួមកិច្ចប្រជុំលើកទី១២ នៃគណៈកម្មាធិការតំណាងអចិន្រ្តៃយ៍ប្រចាំអាស៊ាន (CPR) ដែលដឹកនាំដោយ ឯកឧត្តម Bovonethat Douangchak ឯកអគ្គរដ្ឋទូតស្ថានបេសកកម្មឡាវប្រចាំអាស៊ាន ដើម្បីបន្តពិភាក្សាលើគំនិតផ្តួចផ្តើមជាគន្លឹះ ដូចជាការកសាងសហគមន៍អាស៊ាន ជាមួយដៃគូសន្ទនាខាងក្រៅ (ដៃគូសន្ទនាអាស៊ាន-អូស្រ្តាលី និងដៃគូសន្ទនាអាស៊ាន-ណូវែលហ្សឺឡង់) និងការពង្រឹងកិច្ចខិតខំប្រឹងប្រែងរួមរបស់អាស៊ានសម្រាប់ឆ្នាំខាងមុខ។"
167,"This was the final meeting of 2024 of the CPR, and it preceded the CPR Chairmanship Handover Ceremony from Lao PDR to Malaysia. Malaysia will officially assume the role of ASEAN Chair starting on 1 January 2025.",សូមបញ្ជាក់ថា កិច្ចប្រជុំនេះ ជាកិច្ចប្រជុំចុងក្រោយសម្រាប់ឆ្នាំ២០២៤ និងមានពិធីផ្ទេរតំណែងជាប្រធានសម្រាប់កិច្ចប្រជុំ ពីប្រទេសឡាវជូនប្រទេសម៉ាឡេស៊ី ដែលនឹងត្រូវចូលកាន់តំណែង ជាផ្លូវការចាប់ពីថ្ងៃទី១ ខែមករា ឆ្នាំ២០២៥ ខាងមុខនេះ។
168,"On that occasion, His Excellency Dr. KAO Kim Hourn, Secretary-General of ASEAN, attended the CPR Chairmanship Handover Ceremony as a witness. He delivered remarks, commending the CPR for their hard work and unwavering commitment to ensuring the progress of ASEAN Community building and strengthening the ASEAN Secretariat.",ជាមួយគ្នានេះ ឯកឧត្តមបណ្ឌិត កៅ គឹមហួន អគ្គលេខាធិការអាស៊ាន បានអញ្ជើញចូលរួមធ្វើជាសាក្សី ក្នុងពិធីផ្ទេរតំណែងនេះ និងបានថ្លែងកោតសរសើរចំពោះការខិតខំប្រឹងប្រែង និងការប្តេជ្ញាចិត្តយ៉ាងមុតមាំ ក្នុងការធានាបាននូវវឌ្ឍនភាពនៃការកសាងសហគមន៍អាស៊ាន ព្រមទាំងការពង្រឹងលេខាធិការដ្ឋានអាស៊ានផងដែរ។
169,"His Excellency, congratulated Lao PDR for its successful ASEAN Chairmanship in 2024 under the theme “ASEAN: Enhancing Connectivity and Resilience,” and reaffirmed the ASEAN Secretariat’s full support for Malaysia as ASEAN Chair in 2025 under the theme “Inclusivity and Sustainability.”","បន្ថែមពីនេះ ឯកឧត្តមអគ្គលេខាធិការ ក៏បានអបអរសាទរចំពោះប្រទេសឡាវ ដែលទទួលបានជោគជ័យ ក្នុងការធ្វើជាប្រធានអាស៊ាន នៅឆ្នាំ២០២៤ ក្រោមមូលបទ ""អាស៊ាន៖ ការលើកកំពស់ការតភ្ជាប់ និងភាពធន់"" និងបានអះអាងសារជាថ្មី នូវការគាំទ្រយ៉ាងពេញទំហឹង របស់លេខាធិការដ្ឋានអាស៊ាន ចំពោះប្រទេសម៉ាឡេស៊ី ជាប្រធានអាស៊ាន សម្រាប់ឆ្នាំ២០២៥ ក្រោមមូលបទ ""បរិយាបន្ន និងចីរភាព"" ផងដែរ។"
170,"(Phnom Penh): On the morning of Friday, 13 December 2024, at the PH Platinum Hall, Her Excellency CHEA Ratha, Secretary of State of the Ministry of Commerce, attended the 2024 Digital Trade Forum, a side event of the Cambodia Trade Expo, which included representatives from e-commerce platforms, tech startups, SMEs, and government agencies.","(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃសុក្រ ទី១៣ ខែធ្នូ ឆ្នាំ២០២៤ នៅមជ្ឈមណ្ឌលភីអេច ហ្គ្រេនហល បុរីប៉េងហួតបឹងស្នោ រាជធានីភ្នំពេញ លោកជំទាវ ជា រដ្ឋា រដ្ឋលេខាធិការ ក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមវេទិកាពាណិជ្ជកម្មឌីជីថលឆ្នាំ ២០២៤ ដែលជាព្រឹត្តិការណ៍អមមួយនៃពិព័រណ៍ពាណិជ្ជកម្មកម្ពុជា និងមានការអញ្ជើញចូលរួមពីតំណាងមកពីវេទិកាពាណិជ្ជកម្មអេឡិចត្រូនិក, Tech Start-up, សហគ្រាសធុនតូច និងមធ្យម និងទីភ្នាក់ងាររដ្ឋាភិបាល។"
171,"This workshop's speakers include experts from Amazon, Microsoft, UNESCO, ADB, Nham 24, ABA, and the EU sharing their experiences and emphasizing the transformative potential of AI, the critical role of consumer protection, and the importance of data protection in driving business growth and sustainability.","ក្នុងឱកាសនោះ ក៏មានវាគ្មិនជំនាញៗដែលអញ្ជើញមកពីក្រុមហ៊ុន Amazon, Microsoft, UNESCO, ADB, Nham 24, ABA និង EU ដើម្បីធ្វើការចែករំលែកបទពិសោធន៍ និងសង្កត់ធ្ងន់លើសក្តានុពលផ្លាស់ប្តូរនៃ AI តួនាទីសំខាន់នៃការការពារអ្នកប្រើប្រាស់ និងសារៈសំខាន់នៃការការពារទិន្នន័យក្នុងការជំរុញកំណើន និងនិរន្តរភាពអាជីវកម្ម។"
172,"(Phnom Penh): On the afternoon of Thursday, 12 December 2024, at the Ministry of Commerce, His Excellency VAR Rothsan, Secretary of State of the Ministry of Commerce, presided over the Final Stakeholder Technical Meeting on the draft of Cambodia’s Milled Rice Market Expansion and Export Diversification Strategy 2025–2030. The meeting was attended by His Excellency OUM Kosal, Her Excellency Kim Sreyroth, Her Excellency SOY Bopha, Undersecretaries of State of MoC, representatives from the Ministry of Agriculture, Forestry and Fisheries (MAFF), the Ministry of Economy and Finance (MEF), the Agricultural and Rural Development Bank (ARDB), and relevant directorates-general and departments under MoC, FAO expert team, and representatives from the Cambodian Rice Federation (CRF).",(ភ្នំពេញ)៖ នារសៀលថ្ងៃព្រហស្បតិ៍ ទី១២ ខែធ្នូ ឆ្នាំ២០២៤ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម ឯកឧត្ដម វ៉ា រុតសាន រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានដឹកនាំកិច្ចប្រជុំបច្ចេកទេសចុងក្រោយ ដើម្បីពិនិត្យ ពិភាក្សាលើសេចក្ដីព្រាងឯកសារយុទ្ធសាស្ត្រ ពង្រីក និងពិពិធកម្មទីផ្សារនាំចេញអង្ករកម្ពុជា ២០២៥-២០៣០ ដោយមានការអញ្ជើញចូលរួមពី ឯកឧត្តម អ៊ុំ កុសល លោកជំទាវ គឹម ស្រីរ័ត្ន លោកជំទាវ សយ បុផ្ផា ជាអនុរដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម លោកជំទាវ លោក លោកស្រីតំណាងពីក្រសួងកសិកម្ម រុក្ខាប្រមាញ់ និងនេសាទ ក្រសួងសេដ្ឋកិច្ច និងហិរញ្ញវត្ថុ ធនាគារអភិវឌ្ឍន៍ជនបទ និងកសិកម្ម អគ្គនាយកដ្ឋាននិងនាយកដ្ឋានពាក់ព័ន្ធរបស់ក្រសួងពាណិជ្ជកម្ម ក្រុមការងារ FAO ព្រមទាំងតំណាងសហព័ន្ធស្រូវអង្ករកម្ពុជា និងសមាជិក សមាជិកា ជាច្រើនរូប។
173,"The main objectives of this final technical meeting were to (i) ensure that the draft strategy aligns with the vision, mission, and overarching goals of Cambodia’s economic and agricultural development; (ii) facilitate a participatory process to gather final feedback and perspectives from key stakeholders; and (iii) build consensus, ownership, and commitment among stakeholders to enable effective and successful implementation of the strategy.",កិច្ចប្រជុំនេះ ត្រូវបានរៀបចំឡើងក្នុងគោលបំណង ១.) ធានាថា យុទ្ធសាស្ត្រដែលបានរៀបចំនេះ ស្របតាមចក្ខុវិស័យរបស់រាជរដ្ឋាភិបាល បេសកកម្ម និងគោលដៅរួមរបស់ក្រសួងពាណិជ្ជកម្ម ២.) បង្កើតលក្ខណៈងាយស្រួលដល់ដំណើរការនៃការចូលរួម ដើម្បីទទួលនិងផ្តល់ធាតុចូល ក៏ដូចជាយោបល់ចុងក្រោយបន្ថែម ពីគ្រប់ភាគីពាក់ព័ន្ធសំខាន់ៗ និង ៣.) បង្កើតនូវការឯកភាពគ្នា ភាពជាម្ចាស់ និងការប្តេជ្ញាចិត្តក្នុងចំណោមភាគីពាក់ព័ន្ធ សម្រាប់ការអនុវត្តយុទ្ធសាស្ត្រនេះប្រកបដោយភាពជោគជ័យ និងមានប្រសិទ្ធភាព។
174,"(Phnom Penh): On the morning of Saturday, 14 December 2024, at the PH Grand Hall, Her Excellency CHAM Nimul, Minister of Commerce, presided over the “Cambodia-Korea Trade and Investment Forum”, which served as one of the side events of Cambodia Trade Expo, which is taking place from 13-16 December 2024. The forum also featured keynote addresses by Mr. Marn-Ki Jeong, Chairman of Korea Industrial Alliance Forum (KIAF), His Excellency Roh Keon-ki, Deputy Minister for FTA at the Ministry of Trade, Industry and Energy, the Republic of Korea His Excellency Park Jung-Wook, Ambassador of the Republic of Korea to Cambodia.","(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃសៅរ៍ ទី១៤ ខែធ្នូ ឆ្នាំ២០២៤ នៅសាលសន្និសីទ ភីអេច ហ្ក្រេនហល បុរីប៉េងហួតបឹងស្នោ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម បានចូលរួមជាអធិបតីក្នុងពិធីបើក “វេទិកាពាណិជ្ជកម្ម និងវិនិយោគ កម្ពុជា-កូរ៉េ” ដែលជាព្រឹត្តិការណ៍អម “ពិព័រណ៍ពាណិជ្ជកម្មកម្ពុជា” ដែលប្រព្រឹត្តទៅចាប់ពីថ្ងៃទី១៣-១៦ ខែធ្នូ ឆ្នាំ២០២៤។ វេទិកានេះក៏មានការចូលរួមថ្លែងសុន្ទរកថាគន្លឹះពី លោក Marn-Ki Jeong, ប្រធានវេទិកាសម្ព័ន្ធឧស្សាហកម្មនៃប្រទេសកូរ៉េ (KIAF) ឯកឧត្តម Roh Keon-ki អនុរដ្ឋមន្ត្រីនៃក្រសួងពាណិជ្ជកម្ម ឧស្សាហកម្ម និងថាមពលនៃសាធារណរដ្ឋកូរ៉េ និងឯកឧត្តម Park Jung-Wook ឯកអគ្គរដ្ឋទូតនៃសាធារណរដ្ឋកូរ៉េ ប្រចាំកម្ពុជា ថ្នាក់ដឹកនាំក្រសួង ស្ថាប័ន និងភ្ញៀវជាតិ និងអន្តរជាតិជាច្រើនរូប។"
175,"The Cambodia-Korea Trade and Investment Forum aims to strengthen bilateral trade and investment by fostering strategic partnerships, promoting Cambodia’s investment potential, and facilitating collaboration between the government and private sectors. The forum showcases opportunities in key sectors like agriculture, manufacturing, technology, and digital trade to improve market access, support sustainable development, and drive economic diversification, as these key sectors have been guided by Samdech Moha Borvor Thipadei Prime Minister during his courtesy call with KIAF and Korean delegation on 13 December 2024. This forum presents an excellent opportunity to deepen Cambodia-Korea partnership and explore trade and investment potential.",“វេទិកាពាណិជ្ជកម្ម និងវិនិយោគ កម្ពុជា-កូរ៉េ” នេះត្រូវបានរៀបចំឡើងក្នុងគោលបំណងដើម្បីពង្រឹងសកម្មភាពពាណិជ្ជកម្ម និងការវិនិយោគទ្វេភាគីតាមរយៈការជំរុញភាពជាដៃគូយុទ្ធសាស្ត្រ លើកកម្ពស់សក្តានុពលវិនិយោគរបស់កម្ពុជា និងសម្របសម្រួលកិច្ចសហការរវាងរដ្ឋាភិបាល និងវិស័យឯកជន។ វេទិកានេះក៏នឹងបង្ហាញពីឱកាសនៅក្នុងវិស័យសំខាន់ៗដូចជា កសិកម្ម សម្ភារៈបច្ចេកវិទ្យា និងពាណិជ្ជកម្មឌីជីថល ដើម្បីលើកកម្ពស់លទ្ធភាពការចូលរទៅកាន់ទីផ្សារ គាំទ្រដល់ការអភិវឌ្ឍន៍ប្រកបដោយចីរភាព និងជំរុញការធ្វើពិពិធកម្មសេដ្ឋកិច្ច ដែលវិស័យគន្លឹះទាំងនេះត្រូវបានការចង្អុលបង្ហាញដ៏ខ្ពង់ខ្ពស់ពីសម្តេចមហាបវរធិបតី នាយកដរដ្ឋមន្ត្រីនៃព្រះរាជាណាចក្រកម្ពុជា ក្នុងជំនួបរបស់សម្តេចជាមួយនឹង KIAF និងតំណាងក្រុមហ៊ុន កាលពីថ្ងៃទី១៣ ខែធ្នូ ២០២៤។ មិនត្រឹមតែប៉ុណ្ណោះ វេទិកានេះក៏ផ្តល់ឱកាសដ៏ល្អ ពង្រឹងភាពជាដៃគូកម្ពុជាកូរ៉េ ស្វែងយល់ពីសក្តានុពលពាណិជ្ជកម្ម និងការបណ្តាក់ទុន។
176,"In addition, the event hosted a series of presentations from both the Korean and Cambodian sides, covering a wide range of relevant topics such as Corporate Value and National Reform, Tax Incentives, Cambodian FDI Landscape, Cooperation for Training Industrial Personnel, Cambodia as a Rising Investment Destination, and Digital Banking.",នៅក្នុងវេទិកានេះក៏បានការធ្វើបទបង្ហាញពីវាគ្មិនកូរ៉េ និងកម្ពុជាស្តីពីប្រធានបទពាក់ព័ន្ធជាច្រើន ដូចជាតម្លៃនៃសាជីវកម្មនិងកំណែទម្រង់ថ្នាក់ជាតិ ការលើកទឹកចិត្តផ្នែកកាតព្វកិច្ចពន្ធដារ ការវិនិយោគផ្ទាល់ពីបរទេស កិច្ចសហប្រតិបត្តិការសម្រាប់ការបណ្តុះបណ្តាលបុគ្គលិកក្នុងវិស័យឧស្សាហកម្ម ការបង្កើតការងារនៅកម្ពុជា ការវិនិយោគនៅកម្ពុជា និងការផ្តល់សេវាធនាគារឌីជីថល។
177,"(Siem Reap): On the morning of Thursday, 12 December 2024, at Borei Angkor Resort and Spa, Her Excellency TAN Tepikanika, Under-Secretary of State of the Ministry of Commerce, participated as a panelist in the “Cambodia-China Friendship Carnival 2024,” under the discussion “Potential and Opportunities for Cambodia-China Cooperation and Development.” The panelists also included representatives from the Council for the Development of Cambodia (CDC); Bank of China; Belt & Road Youth Entrepreneur Association; Economic, Social and Cultural Council (ECOSOCC); and Cambodia Development Resource Institute (CDRI).","(សៀមរាប)៖ នាព្រឹកថ្ងៃព្រហស្បតិ៍ ទី១២ ខែធ្នូ ឆ្នាំ២០២៤ នៅសណ្ឋាគា បុរីអង្គរ ខេត្តសៀមរាប លោកជំទាវ តាន់ ទេពីកណ្ណិកា អនុរដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមជាវាគ្មិនកិត្តយសក្នុងព្រឹត្តិការណ៍ “មហោស្រពមិត្តភាពកម្ពុជា-ចិនឆ្នាំ២០២៤” ក្រោមកិច្ចពិភាក្សា សក្កានុពល និងឱកាសសម្រាប់កិច្ចសហប្រតិបត្តិការ និងការអភិវឌ្ឍកម្ពុជា-ចិន ព្រមទាំងមានការអញ្ជើញចូលរួមធ្វើជាវាគ្មិនកិត្តយសពីតំណាង ក្រុមប្រឹក្សាអភិវឌ្ឍកម្ពុជា, ធនាគារចិន, សមាគមយុវជនសហគ្រិន Belt & Road, ក្រុមប្រឹក្សាសេដ្ឋកិច្ច សង្គមកិច្ច និងវប្បធម៌ (ECOSOCC), និង វិទ្យាស្ថានបណ្តុះបណ្តាល និងស្រាវជ្រាវ ដើម្បីអភិវឌ្ឍកម្ពុជា (CDRI) ផងដែរ។"
178,"On that occasion, Her Excellency, the Under-Secretary of State, provided a brief overview of Cambodia's investment climate, investment-friendly regulatory framework, and growing economy. Her Excellency also elaborated on several sectors with significant growth potential, such as agriculture, tourism, manufacturing, technology and innovation, infrastructure, and the financial sector.",ក្នុងឱកាសនោះ លោកជំទាវអនុរដ្ឋលេខាធិការ បានផ្តល់ទិដ្ឋភាពសង្ខេបអំពីបរិយាកាសវិនិយោគរបស់កម្ពុជា ក្របខ័ណ្ឌបទប្បញ្ញត្តិដែលងាយស្រួលសម្រាបការវិនិយោគ និងកំណើនសេដ្ឋកិច្ចកម្ពុជា ព្រមទាំងបានពន្យល់លម្អិតអំពីវិស័យមួយចំនួនដែលកំពុងរីកចម្រើន និងមានសក្ដានុពលខ្លាំង ដូចជា៖ វិស័យកសិកម្ម ទេសចរណ៍ ផលិតកម្ម បច្ចេកវិទ្យា និងនវានុវត្តន៍ ហេដ្ឋារចនាសម្ព័ន្ធ និងវិស័យហិរញ្ញវត្ថុ ជាដើម។
179,Her Excellency took the opportunity to highlight the Ministry Commerce's efforts rce in supporting and proactively building a network of business and trade partnerships with China to foster trade opportunities between the two countries.,ទន្ទឹមនឹងនេះ លោកជំទាវអនុរដ្ឋលេខាធិការ បានបង្ហាញពីកិច្ចខិតខំប្រឹងប្រែងរបស់ក្រសួងពាណិជ្ជកម្មក្នុងការគាំទ្រ និងបង្កើតបណ្តាញទំនាក់ទំនងពាណិជ្ជកម្ម និងដៃគូពាណិជ្ជកម្មក្នុងលក្ខណៈបុរេសកម្ម ជាមួយប្រទេសចិន ដើម្បីបង្កើនឱកាសពាណិជ្ជកម្មរវាងប្រទេសទាំងពីរ។
180,"(Phnom Penh): On the morning of Friday, 13 December 2024, at the PH Grand Hall Center, Borey Peng Huorth Boeung Snor, Her Excellency CHAM Nimul, Minister of Commerce, delivered welcome remarks at the “1st Cambodia Digital Trade Forum & Online Expo.” The event was held under the theme “Cambodian Made to Global Trade” and served as a side event of Cambodia’s Trade Expo, which is taking place from 13-16 December 2024. The forum also featured a keynote address by His Excellency Chea Vandeth, Minister of Post and Telecommunications, and His Excellency Igo Driesmans, Ambassador of the European Union to Cambodia.",(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃសុក្រ ទី១៣ ខែធ្នូ ឆ្នាំ២០២៤ នៅសាលសន្និសីទនៃមជ្ឈមណ្ឌលភីអេចហ្ក្រេនហល បុរីប៉េងហួតបឹងស្នោ លោកជំទាវ ចម និម្មល រដ្ឋមន្រ្តី ក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមថ្លែងសុន្ទរកថា ក្នុង “វេទិកាពាណិជ្ជកម្មឌីជីថលកម្ពុជា និងពិព័រណ៍អនឡាញ លើកទី១” ក្រោមមូលបទ “ផលិតផលកម្ពុជា ឆ្ពោះទៅកាន់ពាណិជ្ជកម្មសកល” ដែលជាព្រឹត្តិការណ៍អមក្នុងកំឡុង “ពិព័រណ៍ពាណិជ្ជកម្មកម្ពុជា” ដែលប្រព្រឹត្តទៅចាប់ពីថ្ងៃទី១៣-១៦ ខែធ្នូ ឆ្នាំ២០២៤។ ព្រឹត្តិការណ៍នេះក៏មានការអញ្ជើញចូលរួមថ្លែងសុន្ទរកថាគន្លឹះពី ឯកឧត្តមបណ្ឌិត ជា វ៉ាន់ដេត រដ្ឋមន្ត្រីក្រសួងប្រៃសណីយ៍ និងទូរគមនាគមន៍ និង ឯកឧត្តម Igor Driesmans ឯកអគ្គរដ្ឋទូតនៃសហភាពអឺរ៉ុបប្រចាំកម្ពុជា ផងដែរ។
181,This event underscores critical objectives as follows:,វេទិកាពាណិជ្ជកម្មឌីជីថលកម្ពុជា និងពិព័រណ៍អនឡាញ លើកទី១” ត្រូវបានរៀបចំឡើងក្នុងគោលបំណង៖
182,"To promote the development of Cambodia’s digital trade sector through a policy framework, infrastructure support, and digital literacy.",១. លើកកម្ពស់ការអភិវឌ្ឍពាណិជ្ជកម្មឌីជីថលកម្ពុជា (ទាំងក្របខណ្ឌគោលនយោបាយ ច្បាប់ និងលិខិតបទដ្ឋានគតិយុត្ត ហេដ្ឋារចនាសម្ព័ន្ធគាំទ្រ និងអក្ខរកម្មឌីជីថល) 
183,To diversify markets for Cambodian-made products by promoting Cambodian products globally through e-commerce platforms.,២. ការធ្វើពិពិធកម្មទីផ្សារសម្រាប់ផលិតផលក្នុងស្រុក/ផលិតផលកម្ពុជា (Cambodia made products) ពិសេសការជំរុញការនាំចេញផលិតផលកម្ពុជាទៅកាន់ទីផ្សារសកល (Cambodia2Global) តាមរយៈថ្នាលពាណិជ្ជកម្មតាមប្រព័ន្ធអេឡិចត្រូនិក ឬបច្ចេកវិទ្យាឌីជីថល និង 
184,To strengthen the capacity and engagement of the private sector and key stakeholders in the development of digital trade in Cambodia.,៣. ការពង្រឹងសមត្ថភាព និងការចូលរួមរបស់វិស័យឯកជន និងភាគីពាក់ព័ន្ធ ក្នុងការអភិវឌ្ឍពាណិជ្ជកម្មឌីជីថលកម្ពុជា។
185,"In addition, the event hosted a panel discussion with speakers from the government, international organizations, and private companies, covering critical topics such as Digital Trade, Digital Government, Artificial Intelligence (AI), Consumer Protection, Cambodia E-Commerce Trust Marks Scheme (CETS), data protection and privacy, and other related topics, as well as a Youth Debate on the future of AI in Digital Trade in Cambodia and an online expo that displays a wide range of products made in Cambodia through a digital platform on CambodiaTrade.com.","នៅក្នុងវេទិកា ក៏មានរៀបចំនូវកិច្ចពិភាក្សា ដែលមានវាគ្មិនចូលរួមពីតំណាងរដ្ឋាភិបាល អង្គការអន្តរជាតិ និងក្រុមហ៊ុនល្បីៗ លើប្រធានបទសំខាន់ៗដូចជា ពាណិជ្ជកម្មឌីជីថល, រាជរដ្ឋាភិបាលឌីជីថល, បញ្ញាសិប្បនិម្មិត, កិច្ចការពារអ្នកប្រើប្រាស់ និងសញ្ញាសម្គាល់ការជឿទុកចិត្តសម្រាប់ពាណិជ្ជកម្មអេឡិចត្រូនិកកម្ពុជា, ការការពារទិន្នន័យនិងឯកជនភាព និងប្រធានបទពាក់ព័ន្ធសំខាន់ៗមួយចំនួនទៀត ព្រមទាំងកិច្ចពិភាក្សារបស់យុវជនអំពីអនាគតនៃ AI ក្នុងពាណិជ្ជកម្មឌីជីថល នៅកម្ពុជា និងការរៀបចំពិព័រណ៍អនឡាញតាំងបង្ហាញនូវផលិតផលខ្មែរជាច្រើន តាមរយៈថ្នាលបច្ចេកវិទ្យាឌីជីថល CambodiaTrade.com ផងដែរ។"
186,"(Phnom Penh): On the afternoon of Wednesday, 11 December 2024, at the Ministry of Commerce, His Excellency BUON Sarakmony, Secretary of State of the Ministry of Commerce and high representative of Her Excellency CHAM Nimul, Minister of Commerce, received a courtesy call from the representative of the Cambodian Chamber of Commerce in California, USA, and representatives from 15 US companies, including Plug and Play, Napa Global Trade, GuestOS, CK One Marketing, Inc., Bioport Korea, Inc., PT. Primo Solusi Indo Raya, Michael Associate and Consulting, Jasmine Couture, JHC Food Industries SDN BHD, California State University, Fullerton (CSUF), Water Buffalo Pictures (WBP), Funan Trading Company (FTC), MK Express, Youlaboun INC, and King Dynasty Investment Co., Ltd.","(ភ្នំពេញ)៖ នារសៀលថ្ងៃពុធ ទី១១ ខែធ្នូ ឆ្នាំ២០២៤ នៅទីស្ដីការក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម បួន សារៈមុនី រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម តំណាងដ៏ខ្ពង់ខ្ពស់លោកជំទាវ ចម និម្មល រដ្ឋមន្ដ្រីក្រសួងពាណិជ្ជកម្ម បានទទួលចូលជួបសម្ដែងការគួរសម និងពិភាក្សាការងារជាមួយការិយាល័យតំណាងសភាពាណិជ្ជកម្មកម្ពុជាប្រចាំរដ្ឋកាលីហ្វ័រញ៉ា សហរដ្ឋអាម៉េរិក និងតំណាងក្រុមហ៊ុនសហដ្ឋអាម៉េរិកចំនួន១៥ រួមមាន៖ ក្រុមហ៊ុន Plug and Play, ក្រុមហ៊ុន Napa Global Trade, ក្រុមហ៊ុន GuestOS, ក្រុមហ៊ុន CK One Marketing, Inc., ក្រុមហ៊ុន Bioport Korea, Inc., ក្រុមហ៊ុន PT. Primo Solusi Indo Raya, ក្រុមហ៊ុន Michael Associate and Consulting, ក្រុមហ៊ុន Jasmine Couture, ក្រុមហ៊ុន JHC Food Industries SDN BHD, ក្រុមហ៊ុន California State University, Fullerton (CSUF), ក្រុមហ៊ុន Water Buffalo Pictures (WBP), ក្រុមហ៊ុន Funan Trading Company (FTC), ក្រុមហ៊ុន MK Express., ក្រុមហ៊ុន Youlaboun INC, និងក្រុមហ៊ុន King Dynasty Investment Co.,Ltd។"
187,"On that occasion, the representative of the Cambodian Chamber of Commerce in California, USA, informed His Excellency of the companies' purposes and progress, aiming to promote local goods consumption and export to the US market.",ក្នុងឱកាសនោះ ភាគីតំណាងសភាពាណិជ្ជកម្មកម្ពុជាប្រចាំរដ្ឋកាលីហ្វ័រញ៉ា សហរដ្ឋអាម៉េរិក បានជម្រាបជូនពីគោលបំណង និងវឌ្ឍនភាពក្រុមហ៊ុនដែលចង់មកវិនិយោគនៅប្រទេសកម្ពុជា ក្នុងគោលបំណងលើកកម្ពស់ការប្រើប្រាស់ផលិតផលក្នុងស្រុក និងជំរុញការនាំចេញផលិតផលទៅកាន់ទីផ្សារនៅសហរដ្ឋអាម៉េរិក ផងដែរ។
188,"(Jakarta, Indonesia): On the morning of Wednesday, 11 December 2024, at the Royal Embassy of Cambodia in the Republic of Indonesia, Mr. REM Nhanh, Commercial Attaché to the Royal Embassy of Cambodia, received a courtesy call from Mr. Alexander Masaltsev, Trade Representative of the Russian Federation in the Republic of Indonesia, and Mr. Nikita Iurchikov, Senior Expert, to discuss trade and economic affairs between Cambodia and the Russian Federation.","(ហ្សាការតា, ឥណ្ឌូណេស៊ី)៖ នាព្រឹកថ្ងៃពុធ ទី១១ ខែធ្នូ ឆ្នាំ២០២៤ នៅស្ថានអគ្គរាជទូតកម្ពុជាប្រចាំនៅសាធារណរដ្ឋឥណ្ឌូណេស៊ី លោក រ៉េម ញ៉ាញ់ អនុព័ន្ធពាណិជ្ជកម្មប្រចាំសាធារណរដ្ឋឥណ្ឌូណេស៊ី បានជួបពិភាក្សាការងារជាមួយ លោក Alexander Masaltsev តំណាងពាណិជ្ជកម្មសហព័ន្ធរុស្ស៊ីប្រចាំសាធារណរដ្ឋឥណ្ឌូណេស៊ី និង លោក Nikita Iurchikov ប្រធានការិយាល័យជំនាញពាណិជ្ជកម្មហសព័ន្ធរុស្ស៊ី ប្រចាំនៅសាធារណរដ្ឋឥណ្ឌូណេស៊ី ដើម្បីពិភាក្សាអំពីកិច្ចការពាណិជ្ជកម្ម និងសេដ្ឋកិច្ចរវាងប្រទេសកម្ពុជា និងសហព័ន្ធរុស្ស៊ី។"
